pdb_code,filename,ref2015
1SYV.pdb,pMHC_0014.pdb,-463.831545549324
1SYV.pdb,pMHC_0015.pdb,-465.892109739304
1SYV.pdb,pMHC_0016.pdb,-463.917253814541
1SYV.pdb,pMHC_0017.pdb,-469.431258075113
1SYV.pdb,pMHC_0018.pdb,-465.618484551826
1SYV.pdb,pMHC_0019.pdb,-460.574879016155
1SYV.pdb,pMHC_0033.pdb,-361.656873981222
1SYV.pdb,pMHC_0036.pdb,-378.958540082669
1SYV.pdb,pMHC_0042.pdb,-391.442542078026
1SYV.pdb,pMHC_0055.pdb,-377.126767577945
1SYV.pdb,pMHC_0060.pdb,-350.220474989163
1SYV.pdb,pMHC_0087.pdb,-337.731102580931
1T1W.pdb,pMHC_0000.pdb,-396.228267353649
1T1W.pdb,pMHC_0001.pdb,-398.184531944894
1T1W.pdb,pMHC_0002.pdb,-398.058271412476
1T1W.pdb,pMHC_0003.pdb,-396.966469115963
1T1W.pdb,pMHC_0004.pdb,-387.099888254092
1T1W.pdb,pMHC_0005.pdb,-402.51690605858
1T1W.pdb,pMHC_0006.pdb,-395.778997369919
1T1W.pdb,pMHC_0007.pdb,-389.905789204194
1T1W.pdb,pMHC_0008.pdb,-393.371084353343
1T1W.pdb,pMHC_0009.pdb,-397.327466774678
1T1W.pdb,pMHC_0010.pdb,-398.86173492061
1T1W.pdb,pMHC_0011.pdb,-391.708864637272
1T1W.pdb,pMHC_0012.pdb,-390.612988695806
1T1W.pdb,pMHC_0013.pdb,-397.643506038221
1T1W.pdb,pMHC_0014.pdb,-396.710657848855
1T1W.pdb,pMHC_0015.pdb,-394.875589437123
1T1W.pdb,pMHC_0016.pdb,-395.646111187193
1T1W.pdb,pMHC_0017.pdb,-396.341703983936
1T1W.pdb,pMHC_0018.pdb,-396.60826259193
1T1W.pdb,pMHC_0019.pdb,-396.479013542223
1T1W.pdb,pMHC_0021.pdb,-360.670239337769
1T1W.pdb,pMHC_0022.pdb,-364.877103724349
1T1W.pdb,pMHC_0023.pdb,-362.214153888402
1T1W.pdb,pMHC_0024.pdb,-320.590383615598
1T1W.pdb,pMHC_0025.pdb,-365.130067240897
1T1W.pdb,pMHC_0026.pdb,-385.138719808482
1T1W.pdb,pMHC_0027.pdb,-387.500911296862
1T1W.pdb,pMHC_0028.pdb,-330.762505758402
1T1W.pdb,pMHC_0029.pdb,-368.246188445152
1T1W.pdb,pMHC_0030.pdb,-366.100527091144
1T1W.pdb,pMHC_0031.pdb,-363.117024376333
1T1W.pdb,pMHC_0032.pdb,-366.293330451582
1T1W.pdb,pMHC_0033.pdb,-364.051949145967
1T1W.pdb,pMHC_0034.pdb,-361.480828633623
1T1W.pdb,pMHC_0035.pdb,-370.806513453653
1T1W.pdb,pMHC_0036.pdb,-328.126931656813
1T1W.pdb,pMHC_0037.pdb,-362.912906553077
1T1W.pdb,pMHC_0038.pdb,-371.143405803677
1T1W.pdb,pMHC_0039.pdb,-312.457376778592
1T1W.pdb,pMHC_0040.pdb,-381.158692928848
1T1W.pdb,pMHC_0041.pdb,-363.130823732625
1T1W.pdb,pMHC_0042.pdb,-364.211954083267
1T1W.pdb,pMHC_0043.pdb,-353.587212345957
1T1W.pdb,pMHC_0044.pdb,-351.610857160446
1T1W.pdb,pMHC_0045.pdb,-380.662161881655
1T1W.pdb,pMHC_0046.pdb,-354.435528072417
1T1W.pdb,pMHC_0047.pdb,-335.375673225009
1T1W.pdb,pMHC_0048.pdb,-379.445989125314
1T1W.pdb,pMHC_0049.pdb,-359.253150763416
1T1W.pdb,pMHC_0050.pdb,-338.047334730441
1T1W.pdb,pMHC_0051.pdb,-324.615122728345
1T1W.pdb,pMHC_0052.pdb,-352.026613459995
1T1W.pdb,pMHC_0053.pdb,-332.165507491497
1T1W.pdb,pMHC_0054.pdb,-367.160585454774
1T1W.pdb,pMHC_0055.pdb,-346.728297703791
1T1W.pdb,pMHC_0056.pdb,-359.633425222063
1T1W.pdb,pMHC_0057.pdb,-340.923282763333
1T1W.pdb,pMHC_0058.pdb,-387.183601995945
1T1W.pdb,pMHC_0059.pdb,-303.232584666442
1T1W.pdb,pMHC_0060.pdb,-364.553432461338
1T1W.pdb,pMHC_0061.pdb,-339.365294534838
1T1W.pdb,pMHC_0062.pdb,2517.10983009388
1T1W.pdb,pMHC_0063.pdb,-335.991010733256
1T1W.pdb,pMHC_0064.pdb,-344.599605608479
1T1W.pdb,pMHC_0065.pdb,-361.589030750016
1T1W.pdb,pMHC_0066.pdb,-369.997254300821
1T1W.pdb,pMHC_0067.pdb,-375.680530121871
1T1W.pdb,pMHC_0068.pdb,-336.54351190645
1T1W.pdb,pMHC_0069.pdb,-353.539941388873
1T1W.pdb,pMHC_0070.pdb,-370.254488732064
1T1W.pdb,pMHC_0071.pdb,-381.692515228752
1T1W.pdb,pMHC_0073.pdb,-376.091148964733
1T1W.pdb,pMHC_0074.pdb,-374.726883906842
1T1W.pdb,pMHC_0075.pdb,-402.117683011396
1T1W.pdb,pMHC_0076.pdb,-374.584684831974
1T1W.pdb,pMHC_0077.pdb,-346.661228883852
1T1W.pdb,pMHC_0078.pdb,-348.4074412383
1T1W.pdb,pMHC_0079.pdb,-325.178046819479
1T1W.pdb,pMHC_0080.pdb,-375.123447829686
1T1W.pdb,pMHC_0081.pdb,-370.079641670673
1T1W.pdb,pMHC_0082.pdb,-343.813650350625
1T1W.pdb,pMHC_0083.pdb,-384.641483271691
1T1W.pdb,pMHC_0084.pdb,-377.007563656566
1T1W.pdb,pMHC_0085.pdb,-322.806451560782
1T1W.pdb,pMHC_0086.pdb,-386.939079860261
1T1W.pdb,pMHC_0087.pdb,-366.829678754439
1T1W.pdb,pMHC_0088.pdb,-333.429781675321
1T1W.pdb,pMHC_0089.pdb,-372.03751956688
1T1W.pdb,pMHC_0090.pdb,-365.740971668637
1T1W.pdb,pMHC_0091.pdb,-359.919377699625
1T1W.pdb,pMHC_0092.pdb,-320.484413273443
1T1W.pdb,pMHC_0093.pdb,-366.729940267665
1T1W.pdb,pMHC_0094.pdb,-372.077723198946
1T1W.pdb,pMHC_0095.pdb,-334.061618970428
1T1W.pdb,pMHC_0096.pdb,-340.417156496803
1T1W.pdb,pMHC_0097.pdb,-357.545052797621
1T1W.pdb,pMHC_0098.pdb,-362.248983856415
1T1W.pdb,pMHC_0099.pdb,-297.963280369086
1T1X.pdb,pMHC_0000.pdb,-474.427502323418
1T1X.pdb,pMHC_0001.pdb,-487.804377528063
1T1X.pdb,pMHC_0002.pdb,-490.753526731851
1T1X.pdb,pMHC_0003.pdb,-478.02767804043
1T1X.pdb,pMHC_0004.pdb,-476.045785718283
1T1X.pdb,pMHC_0005.pdb,-483.362490115397
1T1X.pdb,pMHC_0006.pdb,-481.857970970599
1T1X.pdb,pMHC_0007.pdb,-482.998730940322
1T1X.pdb,pMHC_0008.pdb,-483.03792617998
1T1X.pdb,pMHC_0009.pdb,-488.903560975797
1T1X.pdb,pMHC_0010.pdb,-481.958016321989
1T1X.pdb,pMHC_0011.pdb,-478.466639284842
1T1X.pdb,pMHC_0012.pdb,-484.990093573032
1T1X.pdb,pMHC_0013.pdb,-483.921268620772
1T1X.pdb,pMHC_0014.pdb,-476.384694310833
1T1X.pdb,pMHC_0015.pdb,-488.574871482558
1T1X.pdb,pMHC_0016.pdb,-486.393804298159
1T1X.pdb,pMHC_0017.pdb,-485.435475450807
1T1X.pdb,pMHC_0018.pdb,-482.853417656575
1T1X.pdb,pMHC_0019.pdb,-484.63818713126
1T1X.pdb,pMHC_0020.pdb,-437.976043447857
1T1X.pdb,pMHC_0023.pdb,-427.408301774013
1T1X.pdb,pMHC_0024.pdb,-441.48605271701
1T1X.pdb,pMHC_0027.pdb,-379.951287399878
1T1X.pdb,pMHC_0029.pdb,-420.560989407432
1T1X.pdb,pMHC_0030.pdb,-430.943262623112
1T1X.pdb,pMHC_0031.pdb,-448.518201572249
1T1X.pdb,pMHC_0033.pdb,-423.830116345429
1T1X.pdb,pMHC_0035.pdb,-430.154655569255
1T1X.pdb,pMHC_0037.pdb,-404.055108799515
1T1X.pdb,pMHC_0039.pdb,-432.13536770666
1T1X.pdb,pMHC_0040.pdb,-414.846467507613
1T1X.pdb,pMHC_0041.pdb,-447.994028722202
1T1X.pdb,pMHC_0043.pdb,-443.698150336509
1T1X.pdb,pMHC_0045.pdb,-458.741049083473
1T1X.pdb,pMHC_0046.pdb,-420.621225036324
1T1X.pdb,pMHC_0054.pdb,-466.253546262507
1T1X.pdb,pMHC_0055.pdb,-443.481104167293
1T1X.pdb,pMHC_0056.pdb,-438.783055113578
1T1X.pdb,pMHC_0057.pdb,-373.319915532786
1T1X.pdb,pMHC_0058.pdb,-416.925210901601
1T1X.pdb,pMHC_0059.pdb,-436.834534033428
1T1X.pdb,pMHC_0061.pdb,-446.354478591707
1T1X.pdb,pMHC_0064.pdb,-415.067491483198
1T1X.pdb,pMHC_0065.pdb,-438.248750461994
1T1X.pdb,pMHC_0067.pdb,-411.45920349744
1T1X.pdb,pMHC_0068.pdb,-434.977098836531
1T1X.pdb,pMHC_0074.pdb,-413.463006620068
1T1X.pdb,pMHC_0075.pdb,-409.011126796694
1T1X.pdb,pMHC_0076.pdb,-414.159152436715
1T1X.pdb,pMHC_0077.pdb,-437.228899533211
1T1X.pdb,pMHC_0078.pdb,-396.700721274974
1T1X.pdb,pMHC_0079.pdb,-456.152559690754
1T1X.pdb,pMHC_0085.pdb,1294.23393255162
1T1X.pdb,pMHC_0086.pdb,-429.653245812672
1T1X.pdb,pMHC_0087.pdb,-425.443432389006
1T1X.pdb,pMHC_0090.pdb,-437.907774066685
1T1X.pdb,pMHC_0091.pdb,-422.949919127361
1T1X.pdb,pMHC_0092.pdb,-423.550020240319
1T1X.pdb,pMHC_0093.pdb,-439.225143328233
1T1X.pdb,pMHC_0097.pdb,-434.379879345872
1T1X.pdb,pMHC_0099.pdb,-427.640972499478
1T1Y.pdb,pMHC_0000.pdb,-494.007659358972
1T1Y.pdb,pMHC_0001.pdb,-504.269468583744
1T1Y.pdb,pMHC_0002.pdb,-504.130751456116
1T1Y.pdb,pMHC_0003.pdb,-507.759815549982
1T1Y.pdb,pMHC_0004.pdb,-506.314398445848
1T1Y.pdb,pMHC_0005.pdb,-505.292511996661
1T1Y.pdb,pMHC_0006.pdb,-505.590721302388
1T1Y.pdb,pMHC_0007.pdb,-504.079855639017
1T1Y.pdb,pMHC_0008.pdb,-507.250580367876
1T1Y.pdb,pMHC_0009.pdb,-505.062875222798
1T1Y.pdb,pMHC_0010.pdb,-492.598108603206
1T1Y.pdb,pMHC_0011.pdb,-493.57704455307
1T1Y.pdb,pMHC_0012.pdb,-506.226770295678
1T1Y.pdb,pMHC_0013.pdb,-501.845425466013
1T1Y.pdb,pMHC_0014.pdb,-503.551225986114
1T1Y.pdb,pMHC_0015.pdb,-503.907538955159
1T1Y.pdb,pMHC_0016.pdb,-504.795046489486
1T1Y.pdb,pMHC_0017.pdb,-505.710005817432
1T1Y.pdb,pMHC_0018.pdb,-506.782590509531
1T1Y.pdb,pMHC_0019.pdb,-504.288983319316
1T1Y.pdb,pMHC_0021.pdb,-438.267592783553
1T1Y.pdb,pMHC_0023.pdb,-452.143471867585
1T1Y.pdb,pMHC_0024.pdb,-423.588104511119
1T1Y.pdb,pMHC_0025.pdb,-467.060854905706
1T1Y.pdb,pMHC_0026.pdb,-430.939606976755
1T1Y.pdb,pMHC_0028.pdb,-485.222204859941
1T1Y.pdb,pMHC_0029.pdb,-465.150520641323
1T1Y.pdb,pMHC_0031.pdb,-444.160685246276
1T1Y.pdb,pMHC_0032.pdb,-459.105643499984
1T1Y.pdb,pMHC_0033.pdb,-446.183114656894
1T1Y.pdb,pMHC_0034.pdb,-481.067636790374
1T1Y.pdb,pMHC_0035.pdb,-452.681389103957
1T1Y.pdb,pMHC_0037.pdb,-458.411615155648
1T1Y.pdb,pMHC_0038.pdb,-417.748076258788
1T1Y.pdb,pMHC_0042.pdb,-463.949875492201
1T1Y.pdb,pMHC_0045.pdb,-464.275352239419
1T1Y.pdb,pMHC_0051.pdb,-458.345692693292
1T1Y.pdb,pMHC_0052.pdb,-463.401734881504
1T1Y.pdb,pMHC_0053.pdb,-463.592045951869
1T1Y.pdb,pMHC_0054.pdb,-469.382779412656
1T1Y.pdb,pMHC_0055.pdb,-464.964351123684
1T1Y.pdb,pMHC_0056.pdb,-456.53167751019
1T1Y.pdb,pMHC_0057.pdb,-456.560505379742
1T1Y.pdb,pMHC_0059.pdb,-442.191963248515
1T1Y.pdb,pMHC_0065.pdb,-450.868431467394
1T1Y.pdb,pMHC_0068.pdb,-435.651410891935
1T1Y.pdb,pMHC_0070.pdb,-424.954322200617
1T1Y.pdb,pMHC_0073.pdb,-445.493908868667
1T1Y.pdb,pMHC_0076.pdb,-437.527186531742
1T1Y.pdb,pMHC_0077.pdb,-470.714698678407
1T1Y.pdb,pMHC_0079.pdb,-454.575204045004
1T1Y.pdb,pMHC_0083.pdb,-433.35932941651
1T1Y.pdb,pMHC_0087.pdb,-460.636380701449
1T1Y.pdb,pMHC_0093.pdb,-460.048029686564
1T1Y.pdb,pMHC_0099.pdb,-444.843500436545
1T1Z.pdb,pMHC_0000.pdb,-488.113496072912
1T1Z.pdb,pMHC_0001.pdb,-488.866021675529
1T1Z.pdb,pMHC_0002.pdb,-480.112187066299
1T1Z.pdb,pMHC_0003.pdb,-484.594253230269
1T1Z.pdb,pMHC_0004.pdb,-489.826545554468
1T1Z.pdb,pMHC_0005.pdb,-489.44621624944
1T1Z.pdb,pMHC_0006.pdb,-482.803561130005
1T1Z.pdb,pMHC_0007.pdb,-489.904239465141
1T1Z.pdb,pMHC_0008.pdb,-490.521238812295
1T1Z.pdb,pMHC_0009.pdb,-485.467591602768
1T1Z.pdb,pMHC_0010.pdb,-482.901311109772
1T1Z.pdb,pMHC_0011.pdb,-485.611286512551
1T1Z.pdb,pMHC_0012.pdb,-488.970957458411
1T1Z.pdb,pMHC_0013.pdb,-488.142443616878
1T1Z.pdb,pMHC_0014.pdb,-490.527621083613
1T1Z.pdb,pMHC_0015.pdb,-481.857918804539
1T1Z.pdb,pMHC_0016.pdb,-488.963407877956
1T1Z.pdb,pMHC_0017.pdb,-489.609898468607
1T1Z.pdb,pMHC_0018.pdb,-487.871544433716
1T1Z.pdb,pMHC_0019.pdb,-491.15554888531
1T1Z.pdb,pMHC_0022.pdb,-448.774256397262
1T1Z.pdb,pMHC_0024.pdb,-430.596198190868
1T1Z.pdb,pMHC_0027.pdb,-464.806707643485
1T1Z.pdb,pMHC_0030.pdb,-465.734908030036
1T1Z.pdb,pMHC_0031.pdb,-407.340756371994
1T1Z.pdb,pMHC_0032.pdb,-450.704510153039
1T1Z.pdb,pMHC_0033.pdb,-432.622718540161
1T1Z.pdb,pMHC_0035.pdb,-423.89579913875
1T1Z.pdb,pMHC_0037.pdb,-455.931325087615
1T1Z.pdb,pMHC_0038.pdb,-437.145183455027
1T1Z.pdb,pMHC_0039.pdb,-432.097209888228
1T1Z.pdb,pMHC_0040.pdb,-445.710903230882
1T1Z.pdb,pMHC_0041.pdb,-459.387311203305
1T1Z.pdb,pMHC_0042.pdb,-413.907353222533
1T1Z.pdb,pMHC_0043.pdb,-453.050768112748
1T1Z.pdb,pMHC_0044.pdb,-451.431678395534
1T1Z.pdb,pMHC_0045.pdb,-441.510889488041
1T1Z.pdb,pMHC_0047.pdb,-439.720857914179
1T1Z.pdb,pMHC_0048.pdb,-390.187253533173
1T1Z.pdb,pMHC_0049.pdb,-446.881132020424
1T1Z.pdb,pMHC_0051.pdb,-428.181858101611
1T1Z.pdb,pMHC_0052.pdb,-429.895804388622
1T1Z.pdb,pMHC_0055.pdb,-467.58197661571
1T1Z.pdb,pMHC_0056.pdb,-445.374650810093
1T1Z.pdb,pMHC_0059.pdb,-450.361109345795
1T1Z.pdb,pMHC_0061.pdb,-421.508870119588
1T1Z.pdb,pMHC_0062.pdb,-429.098584133922
1T1Z.pdb,pMHC_0063.pdb,-454.48902408025
1T1Z.pdb,pMHC_0064.pdb,-414.915091322179
1T1Z.pdb,pMHC_0065.pdb,-442.814004966088
1T1Z.pdb,pMHC_0066.pdb,-443.779911204688
1T1Z.pdb,pMHC_0067.pdb,-416.557521381538
1T1Z.pdb,pMHC_0069.pdb,-426.903533596359
1T1Z.pdb,pMHC_0071.pdb,-395.55829223026
1T1Z.pdb,pMHC_0072.pdb,-458.082212881026
1T1Z.pdb,pMHC_0073.pdb,-451.378415328125
1T1Z.pdb,pMHC_0074.pdb,-407.2782997
1T1Z.pdb,pMHC_0075.pdb,-439.724431733897
1T1Z.pdb,pMHC_0076.pdb,-443.411094936451
1T1Z.pdb,pMHC_0077.pdb,-417.959702853682
1T1Z.pdb,pMHC_0079.pdb,-415.728114618377
1T1Z.pdb,pMHC_0080.pdb,-417.157931784433
1T1Z.pdb,pMHC_0082.pdb,-463.839059742315
1T1Z.pdb,pMHC_0083.pdb,-424.527546496551
1T1Z.pdb,pMHC_0084.pdb,-466.839947255103
1T1Z.pdb,pMHC_0085.pdb,-455.245906369226
1T1Z.pdb,pMHC_0086.pdb,-413.911523593041
1T1Z.pdb,pMHC_0087.pdb,-430.453548601925
1T1Z.pdb,pMHC_0090.pdb,-440.979861346634
1T1Z.pdb,pMHC_0091.pdb,-446.93114567503
1T1Z.pdb,pMHC_0095.pdb,-392.633373954412
1T1Z.pdb,pMHC_0096.pdb,-455.939981947858
1T1Z.pdb,pMHC_0098.pdb,-449.726939579483
1T1Z.pdb,pMHC_0099.pdb,-416.731788868479
1T20.pdb,pMHC_0000.pdb,-498.596628100529
1T20.pdb,pMHC_0001.pdb,-498.848954852041
1T20.pdb,pMHC_0002.pdb,-495.674044287341
1T20.pdb,pMHC_0003.pdb,-502.790876269189
1T20.pdb,pMHC_0004.pdb,-495.471259636079
1T20.pdb,pMHC_0005.pdb,-497.450106158883
1T20.pdb,pMHC_0006.pdb,-494.290237573743
1T20.pdb,pMHC_0007.pdb,-497.660671912626
1T20.pdb,pMHC_0008.pdb,-494.402739084993
1T20.pdb,pMHC_0009.pdb,-502.697674550877
1T20.pdb,pMHC_0010.pdb,-497.761896718531
1T20.pdb,pMHC_0011.pdb,-498.330103764147
1T20.pdb,pMHC_0012.pdb,-504.593913501244
1T20.pdb,pMHC_0013.pdb,-501.529501859452
1T20.pdb,pMHC_0014.pdb,-496.263966130752
1T20.pdb,pMHC_0015.pdb,-502.866992851306
1T20.pdb,pMHC_0016.pdb,-498.75315607144
1T20.pdb,pMHC_0017.pdb,-491.51415661906
1T20.pdb,pMHC_0018.pdb,-503.182669403882
1T20.pdb,pMHC_0019.pdb,-493.586553790864
1T20.pdb,pMHC_0020.pdb,-448.882518650687
1T20.pdb,pMHC_0022.pdb,-443.228826802181
1T20.pdb,pMHC_0023.pdb,-475.909447238723
1T20.pdb,pMHC_0024.pdb,-440.615321085592
1T20.pdb,pMHC_0025.pdb,-448.533185584571
1T20.pdb,pMHC_0026.pdb,-435.762071820139
1T20.pdb,pMHC_0030.pdb,-464.529935304342
1T20.pdb,pMHC_0031.pdb,-443.632342836505
1T20.pdb,pMHC_0032.pdb,-454.078923738641
1T20.pdb,pMHC_0033.pdb,-443.065999757888
1T20.pdb,pMHC_0036.pdb,-449.02074173149
1T20.pdb,pMHC_0038.pdb,-424.352097607381
1T20.pdb,pMHC_0039.pdb,-477.824413609115
1T20.pdb,pMHC_0042.pdb,-456.521471193951
1T20.pdb,pMHC_0044.pdb,86.5943143826604
1T20.pdb,pMHC_0045.pdb,-445.527773215485
1T20.pdb,pMHC_0049.pdb,-434.203273541675
1T20.pdb,pMHC_0051.pdb,-441.66128177526
1T20.pdb,pMHC_0052.pdb,-462.834161656424
1T20.pdb,pMHC_0054.pdb,-449.064759693215
1T20.pdb,pMHC_0057.pdb,-445.162401917864
1T20.pdb,pMHC_0059.pdb,-472.886601088305
1T20.pdb,pMHC_0060.pdb,-476.462579625026
1T20.pdb,pMHC_0062.pdb,-454.219151743109
1T20.pdb,pMHC_0064.pdb,-448.133447611582
1T20.pdb,pMHC_0066.pdb,-471.467425808419
1T20.pdb,pMHC_0067.pdb,-421.272686026381
1T20.pdb,pMHC_0068.pdb,-482.64523553081
1T20.pdb,pMHC_0071.pdb,-466.628445583688
1T20.pdb,pMHC_0072.pdb,152.662565275009
1T20.pdb,pMHC_0076.pdb,-420.450375990063
1T20.pdb,pMHC_0079.pdb,-469.425313837217
1T20.pdb,pMHC_0080.pdb,-408.084876509123
1T20.pdb,pMHC_0083.pdb,-448.184565670182
1T20.pdb,pMHC_0085.pdb,-456.773483831672
1T20.pdb,pMHC_0086.pdb,-449.411356625242
1T20.pdb,pMHC_0090.pdb,-410.254957374373
1T20.pdb,pMHC_0092.pdb,-474.041122533945
1T20.pdb,pMHC_0093.pdb,-462.912068106181
1T20.pdb,pMHC_0094.pdb,-344.492519585784
1T20.pdb,pMHC_0096.pdb,-456.849515917136
1T20.pdb,pMHC_0098.pdb,-411.204907480265
1T21.pdb,pMHC_0000.pdb,-526.372722059467
1T21.pdb,pMHC_0001.pdb,-527.410702135476
1T21.pdb,pMHC_0002.pdb,-530.658271953468
1T21.pdb,pMHC_0003.pdb,-524.563627517865
1T21.pdb,pMHC_0004.pdb,-515.806069120559
1T21.pdb,pMHC_0005.pdb,-533.188427654965
1T21.pdb,pMHC_0006.pdb,-528.689164759228
1T21.pdb,pMHC_0007.pdb,-531.631198626833
1T21.pdb,pMHC_0008.pdb,-530.698399011101
1T21.pdb,pMHC_0009.pdb,-532.276088343914
1T21.pdb,pMHC_0010.pdb,-527.373615819171
1T21.pdb,pMHC_0011.pdb,-530.593401669169
1T21.pdb,pMHC_0012.pdb,-511.229694116337
1T21.pdb,pMHC_0013.pdb,-531.996421567168
1T21.pdb,pMHC_0014.pdb,-527.02708495371
1T21.pdb,pMHC_0015.pdb,-527.887799337884
1T21.pdb,pMHC_0016.pdb,-529.642514752741
1T21.pdb,pMHC_0017.pdb,-530.416302861626
1T21.pdb,pMHC_0018.pdb,-534.216720914892
1T21.pdb,pMHC_0019.pdb,-525.142756718698
1T21.pdb,pMHC_0027.pdb,-495.125237095507
1T21.pdb,pMHC_0028.pdb,-468.026438204425
1T21.pdb,pMHC_0040.pdb,-477.283702308608
1T21.pdb,pMHC_0049.pdb,-473.723346756411
1T21.pdb,pMHC_0060.pdb,-472.151295160043
1T21.pdb,pMHC_0061.pdb,-467.537745538814
1T21.pdb,pMHC_0064.pdb,-501.746333353789
1T21.pdb,pMHC_0066.pdb,-482.792925488505
1T21.pdb,pMHC_0069.pdb,-492.238571532293
1T21.pdb,pMHC_0074.pdb,-480.925376279255
1T21.pdb,pMHC_0078.pdb,-469.75888101704
1T21.pdb,pMHC_0079.pdb,-484.363272016188
1T21.pdb,pMHC_0080.pdb,-462.883512805509
1T21.pdb,pMHC_0091.pdb,-511.932855392187
1T21.pdb,pMHC_0095.pdb,-477.146122730722
1T21.pdb,pMHC_0096.pdb,-499.647990789029
1T21.pdb,pMHC_0099.pdb,-506.135338569383
1TVB.pdb,pMHC_0000.pdb,-440.45165250427
1TVB.pdb,pMHC_0001.pdb,-444.804797310413
1TVB.pdb,pMHC_0002.pdb,-435.163878480736
1TVB.pdb,pMHC_0003.pdb,-433.248862066365
1TVB.pdb,pMHC_0004.pdb,-444.208762522778
1TVB.pdb,pMHC_0005.pdb,-436.379788909478
1TVB.pdb,pMHC_0006.pdb,-444.225950432297
1TVB.pdb,pMHC_0007.pdb,-433.986095232569
1TVB.pdb,pMHC_0008.pdb,-444.715813931119
1TVB.pdb,pMHC_0009.pdb,-439.121475162526
1TVB.pdb,pMHC_0010.pdb,-445.924482067668
1TVB.pdb,pMHC_0011.pdb,-441.90196359943
1TVB.pdb,pMHC_0012.pdb,-425.35340802506
1TVB.pdb,pMHC_0013.pdb,-447.360776038239
1TVB.pdb,pMHC_0014.pdb,-431.51632304348
1TVB.pdb,pMHC_0015.pdb,-431.586323784277
1TVB.pdb,pMHC_0016.pdb,-443.088168750385
1TVB.pdb,pMHC_0017.pdb,-434.875688388938
1TVB.pdb,pMHC_0018.pdb,-441.747913193593
1TVB.pdb,pMHC_0019.pdb,-435.659063332299
1TVB.pdb,pMHC_0023.pdb,-376.075252124145
1TVB.pdb,pMHC_0027.pdb,-395.998433838455
1TVB.pdb,pMHC_0085.pdb,-370.40515682926
1TVH.pdb,pMHC_0000.pdb,-397.562166750172
1TVH.pdb,pMHC_0001.pdb,-395.671044144826
1TVH.pdb,pMHC_0002.pdb,-394.361089063441
1TVH.pdb,pMHC_0003.pdb,-398.877412699757
1TVH.pdb,pMHC_0004.pdb,-392.947185525367
1TVH.pdb,pMHC_0005.pdb,-392.865557148492
1TVH.pdb,pMHC_0006.pdb,-396.518536036568
1TVH.pdb,pMHC_0007.pdb,-393.498638238821
1TVH.pdb,pMHC_0008.pdb,-391.25345215507
1TVH.pdb,pMHC_0009.pdb,-392.350470992305
1TVH.pdb,pMHC_0010.pdb,-381.776027224587
1TVH.pdb,pMHC_0011.pdb,-405.669828724797
1TVH.pdb,pMHC_0012.pdb,-385.867393627774
1TVH.pdb,pMHC_0013.pdb,-392.298206252585
1TVH.pdb,pMHC_0014.pdb,-395.007741731032
1TVH.pdb,pMHC_0015.pdb,-397.542608265414
1TVH.pdb,pMHC_0016.pdb,-394.606566231235
1TVH.pdb,pMHC_0017.pdb,-395.562646651005
1TVH.pdb,pMHC_0018.pdb,-392.227464670235
1TVH.pdb,pMHC_0019.pdb,-396.448584176876
1TVH.pdb,pMHC_0020.pdb,-327.566129107956
1TVH.pdb,pMHC_0021.pdb,-329.87640177058
1TVH.pdb,pMHC_0022.pdb,-339.621827193766
1TVH.pdb,pMHC_0023.pdb,-351.730796910192
1TVH.pdb,pMHC_0024.pdb,-306.972170461706
1TVH.pdb,pMHC_0025.pdb,-356.444029937843
1TVH.pdb,pMHC_0026.pdb,-300.328474752139
1TVH.pdb,pMHC_0027.pdb,-321.03655836639
1TVH.pdb,pMHC_0028.pdb,-312.640765100906
1TVH.pdb,pMHC_0029.pdb,-340.575529760665
1TVH.pdb,pMHC_0030.pdb,-347.409048774179
1TVH.pdb,pMHC_0031.pdb,-342.742955439988
1TVH.pdb,pMHC_0032.pdb,-344.18995136777
1TVH.pdb,pMHC_0034.pdb,-324.19500666977
1TVH.pdb,pMHC_0035.pdb,-316.2490377108
1TVH.pdb,pMHC_0036.pdb,-358.874213774779
1TVH.pdb,pMHC_0037.pdb,-342.317997443748
1TVH.pdb,pMHC_0038.pdb,-340.075441766488
1TVH.pdb,pMHC_0040.pdb,-305.880721294435
1TVH.pdb,pMHC_0041.pdb,606.981656375744
1TVH.pdb,pMHC_0042.pdb,-262.2210879494
1TVH.pdb,pMHC_0043.pdb,-324.190900251586
1TVH.pdb,pMHC_0044.pdb,-251.498350005869
1TVH.pdb,pMHC_0046.pdb,-332.844437791491
1TVH.pdb,pMHC_0048.pdb,-337.807441789043
1TVH.pdb,pMHC_0049.pdb,-328.09441777135
1TVH.pdb,pMHC_0050.pdb,-319.024449856617
1TVH.pdb,pMHC_0051.pdb,-287.237511444805
1TVH.pdb,pMHC_0052.pdb,-353.9208167746
1TVH.pdb,pMHC_0053.pdb,-335.142410170114
1TVH.pdb,pMHC_0054.pdb,-331.644822870146
1TVH.pdb,pMHC_0056.pdb,-336.314552273799
1TVH.pdb,pMHC_0057.pdb,-332.463993577266
1TVH.pdb,pMHC_0058.pdb,-304.378456067447
1TVH.pdb,pMHC_0059.pdb,-347.215928409887
1TVH.pdb,pMHC_0060.pdb,-288.045626871644
1TVH.pdb,pMHC_0061.pdb,-287.707136241152
1TVH.pdb,pMHC_0063.pdb,-309.955219188559
