pdb_code,filename,vina,vinardo
1KPU.pdb,pMHC_0056.pdb,-22.82514,-18.18065
1KPU.pdb,pMHC_0005.pdb,-27.82046,-25.15579
1KPU.pdb,pMHC_0040.pdb,-23.26044,-19.66837
1KPU.pdb,pMHC_0012.pdb,-27.43864,-24.63074
1KPU.pdb,pMHC_0001.pdb,-27.9394,-25.10191
1KPU.pdb,pMHC_0015.pdb,-29.1229,-26.70296
1KPU.pdb,pMHC_0021.pdb,-24.29725,-20.08575
1KPU.pdb,pMHC_0099.pdb,-23.87653,-19.84681
1KPU.pdb,pMHC_0017.pdb,-29.11613,-26.74345
1KPU.pdb,pMHC_0009.pdb,-29.06247,-26.6242
1KPU.pdb,pMHC_0007.pdb,-29.12946,-26.53994
1KPV.pdb,pMHC_0087.pdb,-21.63377,-18.21114
1KPV.pdb,pMHC_0092.pdb,-21.29694,-17.01154
1KPV.pdb,pMHC_0019.pdb,-23.90665,-20.08692
1KPV.pdb,pMHC_0016.pdb,-24.34339,-20.37236
1KPV.pdb,pMHC_0018.pdb,-23.85785,-19.95005
1KPV.pdb,pMHC_0089.pdb,-20.59739,-16.48466
1KPV.pdb,pMHC_0029.pdb,-21.15523,-17.23211
1KPV.pdb,pMHC_0000.pdb,-23.84033,-19.93768
1KPV.pdb,pMHC_0094.pdb,-9.07367,-3.76496
1KPV.pdb,pMHC_0037.pdb,-19.28937,-15.67036
1KPV.pdb,pMHC_0022.pdb,-20.45257,-15.91751
1KPV.pdb,pMHC_0065.pdb,-21.89747,-18.24118
1KPV.pdb,pMHC_0004.pdb,-24.30553,-20.32578
1KPV.pdb,pMHC_0013.pdb,-23.74788,-19.85162
1KPV.pdb,pMHC_0023.pdb,-22.01463,-16.39073
1KPV.pdb,pMHC_0026.pdb,-20.40676,-16.06556
1KPV.pdb,pMHC_0035.pdb,-19.99071,-15.51177
1KPV.pdb,pMHC_0008.pdb,-24.42132,-20.43809
1KPV.pdb,pMHC_0011.pdb,-24.02755,-20.04187
1KPV.pdb,pMHC_0054.pdb,-22.68905,-18.98297
1KPV.pdb,pMHC_0025.pdb,-20.85228,-16.76632
1KPV.pdb,pMHC_0044.pdb,-21.38171,-17.6939
1KPV.pdb,pMHC_0002.pdb,-23.8809,-19.97413
1KPV.pdb,pMHC_0081.pdb,-22.4784,-19.07794
1KPV.pdb,pMHC_0033.pdb,-20.00709,-15.35676
1KPV.pdb,pMHC_0046.pdb,-18.54182,-15.07647
1KPV.pdb,pMHC_0010.pdb,-23.70891,-20.04706
1KPV.pdb,pMHC_0074.pdb,-21.68667,-18.37849
1KPV.pdb,pMHC_0003.pdb,-23.73862,-19.97828
1KPV.pdb,pMHC_0048.pdb,-18.7468,-14.4392
1KPV.pdb,pMHC_0070.pdb,-18.58412,-14.58559
1KPV.pdb,pMHC_0006.pdb,-24.36186,-20.35702
1KPV.pdb,pMHC_0052.pdb,-22.0801,-18.58254
1KPV.pdb,pMHC_0032.pdb,-12.20117,-8.05568
1KPV.pdb,pMHC_0043.pdb,-19.76575,-15.43835
1KPV.pdb,pMHC_0059.pdb,-20.5864,-16.19997
1KPV.pdb,pMHC_0014.pdb,-24.00296,-20.10644
1KPV.pdb,pMHC_0086.pdb,-18.32965,-14.50355
1KPV.pdb,pMHC_0093.pdb,-18.18921,-14.91543
1KPV.pdb,pMHC_0060.pdb,-20.98342,-16.43532
1KPV.pdb,pMHC_0083.pdb,-22.65098,-19.31355
1KPV.pdb,pMHC_0062.pdb,-19.43272,-15.54473
1KPV.pdb,pMHC_0061.pdb,-21.3478,-17.15621
1KPV.pdb,pMHC_0038.pdb,-19.35606,-15.67919
1KPV.pdb,pMHC_0053.pdb,-19.59126,-15.82518
1KPV.pdb,pMHC_0005.pdb,-23.92598,-19.98427
1KPV.pdb,pMHC_0012.pdb,-23.7763,-20.03146
1KPV.pdb,pMHC_0034.pdb,-21.78058,-17.83408
1KPV.pdb,pMHC_0095.pdb,-16.8814,-13.54779
1KPV.pdb,pMHC_0030.pdb,-20.43547,-16.90301
1KPV.pdb,pMHC_0001.pdb,-24.01451,-20.03532
1KPV.pdb,pMHC_0080.pdb,-4.80969,-1.17392
1KPV.pdb,pMHC_0015.pdb,-23.92921,-19.9506
1KPV.pdb,pMHC_0020.pdb,-19.52153,-15.17551
1KPV.pdb,pMHC_0090.pdb,-17.27516,-13.7372
1KPV.pdb,pMHC_0085.pdb,-19.7479,-15.74618
1KPV.pdb,pMHC_0021.pdb,-13.27923,-9.28178
1KPV.pdb,pMHC_0049.pdb,-18.08522,-13.73182
1KPV.pdb,pMHC_0024.pdb,-18.48971,-14.37775
1KPV.pdb,pMHC_0017.pdb,-23.77124,-19.97867
1KPV.pdb,pMHC_0068.pdb,-9.8489,-6.18577
1KPV.pdb,pMHC_0041.pdb,-21.2275,-16.82747
1KPV.pdb,pMHC_0009.pdb,-23.95406,-20.08209
1KPV.pdb,pMHC_0007.pdb,-24.07435,-20.09951
1KPV.pdb,pMHC_0028.pdb,-22.04446,-18.0783
1KTL.pdb,pMHC_0087.pdb,-20.01517,-14.38353
1KTL.pdb,pMHC_0084.pdb,-19.52686,-14.63086
1KTL.pdb,pMHC_0019.pdb,-20.82742,-15.46252
1KTL.pdb,pMHC_0091.pdb,-20.51464,-14.39748
1KTL.pdb,pMHC_0018.pdb,-21.86034,-16.63019
1KTL.pdb,pMHC_0045.pdb,-17.59914,-12.36617
1KTL.pdb,pMHC_0089.pdb,-19.67123,-13.91261
1KTL.pdb,pMHC_0029.pdb,1.92459,9.0154
1KTL.pdb,pMHC_0000.pdb,-21.7137,-16.29927
1KTL.pdb,pMHC_0096.pdb,-20.87966,-14.87123
1KTL.pdb,pMHC_0004.pdb,-21.74033,-16.46474
1KTL.pdb,pMHC_0013.pdb,-20.91377,-15.67129
1KTL.pdb,pMHC_0069.pdb,-20.46687,-14.8069
1KTL.pdb,pMHC_0035.pdb,-19.4881,-14.19567
1KTL.pdb,pMHC_0008.pdb,-21.80916,-16.21114
1KTL.pdb,pMHC_0011.pdb,-21.77843,-16.23034
1KTL.pdb,pMHC_0025.pdb,-21.55216,-17.06174
1KTL.pdb,pMHC_0044.pdb,-21.06027,-15.7901
1KTL.pdb,pMHC_0088.pdb,-20.20464,-15.15223
1KTL.pdb,pMHC_0002.pdb,-21.53084,-16.33884
1KTL.pdb,pMHC_0075.pdb,-21.23779,-16.16342
1KTL.pdb,pMHC_0046.pdb,-20.86638,-15.64305
1KTL.pdb,pMHC_0057.pdb,-17.38921,-11.77016
1KTL.pdb,pMHC_0010.pdb,-20.89427,-15.54328
1KTL.pdb,pMHC_0058.pdb,-18.95668,-13.7061
1KTL.pdb,pMHC_0064.pdb,-20.61872,-14.74792
1KTL.pdb,pMHC_0003.pdb,-21.73733,-16.40389
1KTL.pdb,pMHC_0070.pdb,-21.15926,-15.10784
1KTL.pdb,pMHC_0006.pdb,-21.82325,-16.37218
1KTL.pdb,pMHC_0014.pdb,-21.61707,-16.38736
1KTL.pdb,pMHC_0086.pdb,-21.39608,-15.74739
1KTL.pdb,pMHC_0056.pdb,-20.04599,-13.58469
1KTL.pdb,pMHC_0038.pdb,-21.05785,-14.88391
1KTL.pdb,pMHC_0005.pdb,-20.85514,-15.56921
1KTL.pdb,pMHC_0012.pdb,-21.88212,-16.6021
1KTL.pdb,pMHC_0034.pdb,-19.07298,-13.78614
1KTL.pdb,pMHC_0001.pdb,-22.01905,-16.42035
1KTL.pdb,pMHC_0015.pdb,-20.49425,-15.03068
1KTL.pdb,pMHC_0090.pdb,-19.19484,-12.97805
1KTL.pdb,pMHC_0085.pdb,-20.20488,-13.50572
1KTL.pdb,pMHC_0066.pdb,-18.19195,-12.86869
1KTL.pdb,pMHC_0021.pdb,-20.28217,-15.41955
1KTL.pdb,pMHC_0099.pdb,-21.44506,-14.80963
1KTL.pdb,pMHC_0039.pdb,-19.17381,-13.74333
1KTL.pdb,pMHC_0024.pdb,-19.50005,-13.93367
1KTL.pdb,pMHC_0017.pdb,-20.89668,-15.58921
1KTL.pdb,pMHC_0041.pdb,-21.17456,-15.65361
1KTL.pdb,pMHC_0009.pdb,-20.46987,-15.01633
1KTL.pdb,pMHC_0063.pdb,-20.04704,-14.75357
1KTL.pdb,pMHC_0007.pdb,-21.37838,-15.90352
1KTL.pdb,pMHC_0028.pdb,-20.24985,-15.32799
1L6Q.pdb,pMHC_0087.pdb,-22.48931,-17.79771
1L6Q.pdb,pMHC_0019.pdb,-25.43258,-21.89225
1L6Q.pdb,pMHC_0016.pdb,-25.44713,-21.77776
1L6Q.pdb,pMHC_0018.pdb,-25.80225,-22.09095
1L6Q.pdb,pMHC_0000.pdb,-24.68857,-20.91086
1L6Q.pdb,pMHC_0004.pdb,-25.02531,-21.17418
1L6Q.pdb,pMHC_0013.pdb,-24.87395,-21.6249
1L6Q.pdb,pMHC_0008.pdb,-25.73288,-21.97143
1L6Q.pdb,pMHC_0011.pdb,-25.24937,-21.42865
1L6Q.pdb,pMHC_0002.pdb,-25.65293,-22.02185
1L6Q.pdb,pMHC_0010.pdb,-25.54709,-21.51646
1L6Q.pdb,pMHC_0003.pdb,-25.33685,-21.45606
1L6Q.pdb,pMHC_0006.pdb,-24.91481,-21.49889
1L6Q.pdb,pMHC_0014.pdb,-25.06441,-21.49217
1L6Q.pdb,pMHC_0062.pdb,-22.94008,-16.86485
1L6Q.pdb,pMHC_0053.pdb,-19.36592,-15.1016
1L6Q.pdb,pMHC_0005.pdb,-24.82459,-21.75446
1L6Q.pdb,pMHC_0012.pdb,-25.66443,-22.43204
1L6Q.pdb,pMHC_0051.pdb,-18.2977,-14.07114
1L6Q.pdb,pMHC_0001.pdb,-25.30678,-22.18439
1L6Q.pdb,pMHC_0015.pdb,-24.8256,-21.62323
1L6Q.pdb,pMHC_0049.pdb,-22.28376,-18.0215
1L6Q.pdb,pMHC_0024.pdb,-22.80789,-18.3531
1L6Q.pdb,pMHC_0017.pdb,-25.62924,-22.04732
1L6Q.pdb,pMHC_0068.pdb,-19.30512,-14.19063
1L6Q.pdb,pMHC_0041.pdb,-18.73973,-14.87372
1L6Q.pdb,pMHC_0009.pdb,-26.14421,-23.50358
1L6Q.pdb,pMHC_0007.pdb,-25.85232,-22.61096
1L6Q.pdb,pMHC_0028.pdb,-19.64464,-15.74452
1LD9.pdb,pMHC_0087.pdb,-21.73342,-18.71204
1LD9.pdb,pMHC_0019.pdb,-29.49606,-27.27523
1LD9.pdb,pMHC_0016.pdb,-29.51551,-27.09004
1LD9.pdb,pMHC_0018.pdb,-28.85092,-26.39466
1LD9.pdb,pMHC_0000.pdb,-28.86614,-26.46433
1LD9.pdb,pMHC_0004.pdb,-29.56774,-27.16016
1LD9.pdb,pMHC_0013.pdb,-28.55644,-26.07961
1LD9.pdb,pMHC_0008.pdb,-29.47669,-27.04836
1LD9.pdb,pMHC_0011.pdb,-29.79332,-27.28503
1LD9.pdb,pMHC_0002.pdb,-28.43174,-25.80824
1LD9.pdb,pMHC_0010.pdb,-29.73962,-27.37059
1LD9.pdb,pMHC_0003.pdb,-29.82921,-27.54417
1LD9.pdb,pMHC_0006.pdb,-29.44428,-26.70733
1LD9.pdb,pMHC_0014.pdb,-28.71619,-26.17663
1LD9.pdb,pMHC_0005.pdb,-29.21651,-26.68221
1LD9.pdb,pMHC_0012.pdb,-28.77914,-26.22009
1LD9.pdb,pMHC_0095.pdb,-22.23436,-19.57063
1LD9.pdb,pMHC_0001.pdb,-29.64546,-27.24389
1LD9.pdb,pMHC_0015.pdb,-28.82848,-26.5592
1LD9.pdb,pMHC_0049.pdb,-24.48342,-22.40158
1LD9.pdb,pMHC_0017.pdb,-29.45421,-27.0749
1LD9.pdb,pMHC_0009.pdb,-29.07457,-26.64893
1LD9.pdb,pMHC_0007.pdb,-29.50083,-26.80755
1LDP.pdb,pMHC_0087.pdb,-17.2443,-13.41228
1LDP.pdb,pMHC_0084.pdb,-17.02709,-13.69187
1LDP.pdb,pMHC_0092.pdb,-17.60515,-14.75691
1LDP.pdb,pMHC_0050.pdb,-15.68912,-12.42139
1LDP.pdb,pMHC_0019.pdb,-19.28309,-16.57482
1LDP.pdb,pMHC_0091.pdb,-16.90388,-13.49354
1LDP.pdb,pMHC_0016.pdb,-19.13454,-16.4153
1LDP.pdb,pMHC_0018.pdb,-19.63675,-17.01644
1LDP.pdb,pMHC_0089.pdb,-17.38808,-13.97768
1LDP.pdb,pMHC_0029.pdb,-18.63641,-15.66063
1LDP.pdb,pMHC_0082.pdb,-15.15764,-11.85992
1LDP.pdb,pMHC_0000.pdb,-19.61257,-16.83696
1LDP.pdb,pMHC_0094.pdb,-16.8815,-13.61012
1LDP.pdb,pMHC_0042.pdb,-17.07797,-13.58256
1LDP.pdb,pMHC_0037.pdb,-18.32558,-14.9321
1LDP.pdb,pMHC_0022.pdb,-18.83946,-15.46974
1LDP.pdb,pMHC_0065.pdb,-17.05772,-12.47713
1LDP.pdb,pMHC_0096.pdb,-17.33507,-14.11331
1LDP.pdb,pMHC_0073.pdb,-17.30737,-13.52427
1LDP.pdb,pMHC_0004.pdb,-19.63714,-16.90033
1LDP.pdb,pMHC_0013.pdb,-19.55989,-16.77973
1LDP.pdb,pMHC_0069.pdb,-16.44462,-13.05327
1LDP.pdb,pMHC_0023.pdb,-18.03913,-15.67428
1LDP.pdb,pMHC_0026.pdb,-17.82809,-15.38169
1LDP.pdb,pMHC_0035.pdb,-15.60003,-12.69714
1LDP.pdb,pMHC_0008.pdb,-19.67728,-16.884
1LDP.pdb,pMHC_0011.pdb,-19.55406,-16.79457
1LDP.pdb,pMHC_0054.pdb,-16.25826,-13.38387
1LDP.pdb,pMHC_0025.pdb,-17.51074,-13.81793
1LDP.pdb,pMHC_0044.pdb,-17.57155,-14.21915
1LDP.pdb,pMHC_0088.pdb,-16.74721,-13.69636
1LDP.pdb,pMHC_0002.pdb,-19.59969,-16.86405
1LDP.pdb,pMHC_0081.pdb,-16.62724,-12.6115
1LDP.pdb,pMHC_0055.pdb,-17.09997,-13.06686
1LDP.pdb,pMHC_0075.pdb,-14.27412,-10.5533
1LDP.pdb,pMHC_0033.pdb,-17.09079,-13.99
1LDP.pdb,pMHC_0046.pdb,-17.63082,-14.35083
1LDP.pdb,pMHC_0097.pdb,-18.58441,-15.62895
1LDP.pdb,pMHC_0057.pdb,-16.38446,-13.30234
1LDP.pdb,pMHC_0036.pdb,-16.67632,-13.55114
1LDP.pdb,pMHC_0010.pdb,-19.49645,-16.74605
1LDP.pdb,pMHC_0058.pdb,-17.07151,-13.57967
1LDP.pdb,pMHC_0064.pdb,-17.49942,-13.57834
1LDP.pdb,pMHC_0074.pdb,-18.24697,-14.76026
1LDP.pdb,pMHC_0003.pdb,-19.41077,-16.69485
1LDP.pdb,pMHC_0048.pdb,-17.48117,-14.59556
1LDP.pdb,pMHC_0070.pdb,-17.1705,-13.53454
1LDP.pdb,pMHC_0006.pdb,-19.33442,-16.61158
1LDP.pdb,pMHC_0052.pdb,-17.18111,-13.71844
1LDP.pdb,pMHC_0032.pdb,-15.50153,-11.96639
1LDP.pdb,pMHC_0043.pdb,-16.92189,-13.91683
1LDP.pdb,pMHC_0059.pdb,-17.83412,-14.16705
1LDP.pdb,pMHC_0014.pdb,-19.56213,-16.80222
1LDP.pdb,pMHC_0086.pdb,-18.08718,-14.35314
1LDP.pdb,pMHC_0093.pdb,-17.62765,-13.73961
1LDP.pdb,pMHC_0060.pdb,-16.26525,-13.11545
1LDP.pdb,pMHC_0098.pdb,-15.89613,-12.13312
1LDP.pdb,pMHC_0083.pdb,-16.82766,-13.95805
1LDP.pdb,pMHC_0056.pdb,-15.9914,-12.69089
1LDP.pdb,pMHC_0077.pdb,-15.27258,-10.42761
1LDP.pdb,pMHC_0062.pdb,-16.41995,-13.00076
1LDP.pdb,pMHC_0061.pdb,-16.23184,-11.31499
1LDP.pdb,pMHC_0038.pdb,-17.11326,-14.04053
1LDP.pdb,pMHC_0053.pdb,-17.8006,-14.35339
1LDP.pdb,pMHC_0005.pdb,-19.5631,-16.79015
1LDP.pdb,pMHC_0040.pdb,-18.11008,-14.7515
1LDP.pdb,pMHC_0012.pdb,-19.63102,-16.85701
1LDP.pdb,pMHC_0031.pdb,-17.13279,-14.33981
1LDP.pdb,pMHC_0095.pdb,-17.2649,-14.25404
1LDP.pdb,pMHC_0078.pdb,-17.5218,-14.15462
1LDP.pdb,pMHC_0030.pdb,-17.77238,-14.75493
1LDP.pdb,pMHC_0051.pdb,-17.53186,-14.09137
1LDP.pdb,pMHC_0067.pdb,-15.84769,-12.37972
1LDP.pdb,pMHC_0001.pdb,-19.50499,-16.7578
1LDP.pdb,pMHC_0080.pdb,-17.7133,-14.38183
1LDP.pdb,pMHC_0015.pdb,-19.54163,-16.78399
1LDP.pdb,pMHC_0020.pdb,-17.00891,-14.07553
1LDP.pdb,pMHC_0071.pdb,-17.26549,-14.27006
1LDP.pdb,pMHC_0027.pdb,-18.15673,-15.84642
1LDP.pdb,pMHC_0079.pdb,-17.66722,-14.24353
1LDP.pdb,pMHC_0090.pdb,-17.87944,-14.29175
1LDP.pdb,pMHC_0085.pdb,-17.06365,-14.00345
1LDP.pdb,pMHC_0066.pdb,-16.38307,-13.46983
1LDP.pdb,pMHC_0021.pdb,-18.39033,-15.05424
1LDP.pdb,pMHC_0049.pdb,-16.4895,-12.7831
1LDP.pdb,pMHC_0039.pdb,-17.85985,-15.00582
1LDP.pdb,pMHC_0024.pdb,-17.41111,-14.33805
1LDP.pdb,pMHC_0017.pdb,-19.65612,-16.8961
1LDP.pdb,pMHC_0047.pdb,-16.91542,-13.39845
1LDP.pdb,pMHC_0068.pdb,-17.08867,-13.63015
1LDP.pdb,pMHC_0041.pdb,-18.0967,-15.00331
1LDP.pdb,pMHC_0009.pdb,-19.58405,-16.80377
1LDP.pdb,pMHC_0063.pdb,-16.33882,-13.06069
1LDP.pdb,pMHC_0007.pdb,-19.82434,-17.07636
1LDP.pdb,pMHC_0028.pdb,-18.32024,-14.47113
1LK2.pdb,pMHC_0050.pdb,-18.96079,-14.70091
1LK2.pdb,pMHC_0019.pdb,-23.62569,-20.03713
1LK2.pdb,pMHC_0016.pdb,-23.14133,-19.55017
1LK2.pdb,pMHC_0018.pdb,-23.58291,-20.10973
1LK2.pdb,pMHC_0000.pdb,-23.06363,-19.68556
1LK2.pdb,pMHC_0042.pdb,-20.70678,-16.718
1LK2.pdb,pMHC_0022.pdb,-21.59549,-17.93563
1LK2.pdb,pMHC_0065.pdb,-16.54709,-13.42356
1LK2.pdb,pMHC_0004.pdb,-23.25773,-19.61869
1LK2.pdb,pMHC_0013.pdb,-22.88488,-19.49051
1LK2.pdb,pMHC_0008.pdb,-23.07778,-19.80241
1LK2.pdb,pMHC_0011.pdb,-23.28666,-19.62521
1LK2.pdb,pMHC_0054.pdb,-20.84716,-17.60473
1LK2.pdb,pMHC_0002.pdb,-23.3697,-19.71222
1LK2.pdb,pMHC_0081.pdb,-16.40335,-13.30923
1LK2.pdb,pMHC_0057.pdb,-18.1422,-14.57592
1LK2.pdb,pMHC_0010.pdb,-23.00687,-19.26218
1LK2.pdb,pMHC_0058.pdb,-15.11413,-10.4851
1LK2.pdb,pMHC_0003.pdb,-23.27487,-19.65154
1LK2.pdb,pMHC_0006.pdb,-22.83462,-19.50379
1LK2.pdb,pMHC_0052.pdb,-19.17904,-16.5052
1LK2.pdb,pMHC_0059.pdb,-19.70525,-15.9588
1LK2.pdb,pMHC_0014.pdb,-23.17802,-19.56584
1LK2.pdb,pMHC_0093.pdb,-23.10582,-19.44267
1LK2.pdb,pMHC_0056.pdb,-22.62469,-18.88228
1LK2.pdb,pMHC_0062.pdb,-21.38825,-17.95493
1LK2.pdb,pMHC_0061.pdb,-17.31372,-12.5616
1LK2.pdb,pMHC_0072.pdb,-19.23117,-15.30547
1LK2.pdb,pMHC_0053.pdb,-15.79771,-12.14536
1LK2.pdb,pMHC_0005.pdb,-22.84228,-19.41881
1LK2.pdb,pMHC_0012.pdb,-23.56884,-19.97125
1LK2.pdb,pMHC_0034.pdb,-18.32946,-14.72555
1LK2.pdb,pMHC_0078.pdb,-18.40965,-15.29336
1LK2.pdb,pMHC_0030.pdb,-19.18365,-15.51093
1LK2.pdb,pMHC_0067.pdb,-18.54118,-15.08756
1LK2.pdb,pMHC_0001.pdb,-23.27847,-19.69089
1LK2.pdb,pMHC_0015.pdb,-23.37332,-19.69883
1LK2.pdb,pMHC_0027.pdb,-17.92458,-13.84367
1LK2.pdb,pMHC_0066.pdb,-20.34508,-15.38493
1LK2.pdb,pMHC_0049.pdb,-15.88538,-12.43236
1LK2.pdb,pMHC_0099.pdb,-18.97096,-14.78273
1LK2.pdb,pMHC_0017.pdb,-23.20429,-19.49356
1LK2.pdb,pMHC_0009.pdb,-23.50876,-19.8851
1LK2.pdb,pMHC_0007.pdb,-23.35357,-19.76024
1M05.pdb,pMHC_0087.pdb,-27.02877,-22.01831
1M05.pdb,pMHC_0019.pdb,-31.64078,-27.74796
1M05.pdb,pMHC_0016.pdb,-31.61977,-27.69813
1M05.pdb,pMHC_0018.pdb,-31.55588,-27.6174
1M05.pdb,pMHC_0045.pdb,-22.3993,-16.25017
1M05.pdb,pMHC_0089.pdb,-27.78202,-23.58107
1M05.pdb,pMHC_0082.pdb,-26.78329,-22.41379
1M05.pdb,pMHC_0000.pdb,-31.61073,-27.64232
1M05.pdb,pMHC_0094.pdb,-28.49318,-24.6829
1M05.pdb,pMHC_0042.pdb,-25.17178,-19.7543
1M05.pdb,pMHC_0037.pdb,-27.97571,-24.17094
1M05.pdb,pMHC_0065.pdb,-23.84182,-18.88743
1M05.pdb,pMHC_0004.pdb,-31.54197,-27.61194
1M05.pdb,pMHC_0013.pdb,-31.59643,-27.61023
1M05.pdb,pMHC_0069.pdb,-25.69611,-21.55097
1M05.pdb,pMHC_0023.pdb,-26.71856,-21.82913
1M05.pdb,pMHC_0008.pdb,-31.42474,-27.57928
1M05.pdb,pMHC_0011.pdb,-31.15562,-27.34105
1M05.pdb,pMHC_0044.pdb,-28.21512,-23.72148
1M05.pdb,pMHC_0088.pdb,-28.46339,-24.4546
1M05.pdb,pMHC_0002.pdb,-31.47732,-27.57466
1M05.pdb,pMHC_0081.pdb,-26.79499,-21.99089
1M05.pdb,pMHC_0075.pdb,-26.68681,-21.70289
1M05.pdb,pMHC_0046.pdb,-29.69718,-26.26793
1M05.pdb,pMHC_0097.pdb,-26.45776,-22.30453
1M05.pdb,pMHC_0010.pdb,-31.51501,-27.52645
1M05.pdb,pMHC_0064.pdb,-27.11969,-22.67729
1M05.pdb,pMHC_0074.pdb,-26.66284,-21.98643
1M05.pdb,pMHC_0003.pdb,-31.6538,-27.68931
1M05.pdb,pMHC_0048.pdb,-29.37203,-24.99348
1M05.pdb,pMHC_0070.pdb,-25.03023,-20.60496
1M05.pdb,pMHC_0006.pdb,-31.57281,-27.66344
1M05.pdb,pMHC_0052.pdb,-26.70023,-22.22956
1M05.pdb,pMHC_0043.pdb,-26.67927,-22.31441
1M05.pdb,pMHC_0059.pdb,-28.18245,-23.84499
1M05.pdb,pMHC_0014.pdb,-31.74627,-27.84536
1M05.pdb,pMHC_0086.pdb,-26.12688,-21.44401
1M05.pdb,pMHC_0098.pdb,-27.12165,-22.14684
1M05.pdb,pMHC_0083.pdb,-26.92179,-22.70965
1M05.pdb,pMHC_0056.pdb,-28.37928,-24.57189
1M05.pdb,pMHC_0038.pdb,-26.81352,-21.77288
1M05.pdb,pMHC_0005.pdb,-31.60333,-27.68689
1M05.pdb,pMHC_0012.pdb,-31.51089,-27.67011
1M05.pdb,pMHC_0034.pdb,-27.89081,-23.1429
1M05.pdb,pMHC_0095.pdb,-24.32088,-20.59333
1M05.pdb,pMHC_0078.pdb,-28.12688,-23.61428
1M05.pdb,pMHC_0030.pdb,-28.72595,-24.34325
1M05.pdb,pMHC_0051.pdb,-28.68346,-24.36096
1M05.pdb,pMHC_0001.pdb,-31.53651,-27.63014
1M05.pdb,pMHC_0080.pdb,-28.22808,-24.16984
1M05.pdb,pMHC_0015.pdb,-31.58686,-27.71102
1M05.pdb,pMHC_0079.pdb,-24.04935,-20.71059
1M05.pdb,pMHC_0085.pdb,-25.73103,-21.75219
1M05.pdb,pMHC_0021.pdb,-28.50773,-22.75168
1M05.pdb,pMHC_0049.pdb,-28.6612,-24.13492
1M05.pdb,pMHC_0099.pdb,-23.96832,-18.46881
1M05.pdb,pMHC_0017.pdb,-31.72675,-27.75437
1M05.pdb,pMHC_0047.pdb,-27.08019,-23.70579
1M05.pdb,pMHC_0009.pdb,-31.40041,-27.58225
1M05.pdb,pMHC_0063.pdb,-27.33879,-23.34782
1M05.pdb,pMHC_0007.pdb,-31.7174,-27.75646
1M05.pdb,pMHC_0028.pdb,-27.95998,-24.10479
1M6O.pdb,pMHC_0019.pdb,-27.51732,-23.47338
1M6O.pdb,pMHC_0016.pdb,-27.5309,-23.53713
1M6O.pdb,pMHC_0018.pdb,-27.55644,-23.56752
1M6O.pdb,pMHC_0000.pdb,-27.60257,-23.612
1M6O.pdb,pMHC_0042.pdb,-22.52365,-19.92562
1M6O.pdb,pMHC_0096.pdb,-24.83701,-19.76896
1M6O.pdb,pMHC_0073.pdb,-24.83217,-20.65217
1M6O.pdb,pMHC_0004.pdb,-27.64295,-23.71691
1M6O.pdb,pMHC_0013.pdb,-27.66327,-23.5936
1M6O.pdb,pMHC_0035.pdb,-24.27953,-19.87535
1M6O.pdb,pMHC_0008.pdb,-27.69041,-23.77341
1M6O.pdb,pMHC_0011.pdb,-27.53692,-23.56963
1M6O.pdb,pMHC_0002.pdb,-27.65029,-23.67613
1M6O.pdb,pMHC_0010.pdb,-27.76572,-23.78156
1M6O.pdb,pMHC_0003.pdb,-27.57938,-23.55361
1M6O.pdb,pMHC_0006.pdb,-27.59856,-23.43197
1M6O.pdb,pMHC_0014.pdb,-27.56724,-23.56957
1M6O.pdb,pMHC_0060.pdb,-23.82911,-20.30182
1M6O.pdb,pMHC_0005.pdb,-27.6247,-23.51055
1M6O.pdb,pMHC_0012.pdb,-27.53132,-23.66244
1M6O.pdb,pMHC_0001.pdb,-27.58812,-23.43476
1M6O.pdb,pMHC_0015.pdb,-27.59591,-23.62758
1M6O.pdb,pMHC_0079.pdb,-25.21883,-21.25686
1M6O.pdb,pMHC_0090.pdb,-23.54423,-18.59878
1M6O.pdb,pMHC_0017.pdb,-27.66505,-23.51408
1M6O.pdb,pMHC_0009.pdb,-27.64491,-23.52186
1M6O.pdb,pMHC_0007.pdb,-27.6296,-23.37563
1M6O.pdb,pMHC_0028.pdb,-23.33811,-18.59024
1MHE.pdb,pMHC_0087.pdb,-18.71998,-13.1402
1MHE.pdb,pMHC_0092.pdb,-20.73888,-13.11416
1MHE.pdb,pMHC_0019.pdb,-22.94861,-17.50873
1MHE.pdb,pMHC_0091.pdb,-22.64221,-17.01655
1MHE.pdb,pMHC_0016.pdb,-22.90886,-17.38227
1MHE.pdb,pMHC_0018.pdb,-22.97537,-17.59815
1MHE.pdb,pMHC_0029.pdb,-19.73775,-14.13967
1MHE.pdb,pMHC_0000.pdb,-22.729,-17.40322
1MHE.pdb,pMHC_0094.pdb,-21.00026,-14.33767
1MHE.pdb,pMHC_0042.pdb,-19.44991,-13.98935
1MHE.pdb,pMHC_0037.pdb,-21.46758,-15.53361
1MHE.pdb,pMHC_0073.pdb,-21.45156,-15.35261
1MHE.pdb,pMHC_0004.pdb,-23.03697,-17.58004
1MHE.pdb,pMHC_0013.pdb,-23.22809,-17.75254
1MHE.pdb,pMHC_0069.pdb,-20.87988,-13.59759
1MHE.pdb,pMHC_0008.pdb,-22.95979,-17.5667
