pdb_code,filename,gradock,molPDF
1LK2.pdb,pMHC_0058.pdb,0.0,327.6280517578125
1LK2.pdb,pMHC_0003.pdb,126369.32,326.404052734375
1LK2.pdb,pMHC_0006.pdb,126364.719,326.5259704589844
1LK2.pdb,pMHC_0052.pdb,127191.891,326.510986328125
1LK2.pdb,pMHC_0059.pdb,127809.094,328.1943359375
1LK2.pdb,pMHC_0014.pdb,126309.469,326.52880859375
1LK2.pdb,pMHC_0093.pdb,128910.641,330.9023132324219
1LK2.pdb,pMHC_0056.pdb,128238.898,329.30572509765625
1LK2.pdb,pMHC_0062.pdb,131886.969,338.0133972167969
1LK2.pdb,pMHC_0061.pdb,0.0,327.06695556640625
1LK2.pdb,pMHC_0072.pdb,128029.594,328.67645263671875
1LK2.pdb,pMHC_0053.pdb,128098.688,326.9046325683594
1LK2.pdb,pMHC_0005.pdb,126624.234,326.263427734375
1LK2.pdb,pMHC_0012.pdb,126454.211,326.73504638671875
1LK2.pdb,pMHC_0034.pdb,127242.047,327.7668151855469
1LK2.pdb,pMHC_0078.pdb,127649.734,327.5367736816406
1LK2.pdb,pMHC_0030.pdb,128925.0,328.5832214355469
1LK2.pdb,pMHC_0067.pdb,128497.602,327.3565673828125
1LK2.pdb,pMHC_0001.pdb,126400.25,326.5830993652344
1LK2.pdb,pMHC_0015.pdb,126595.109,326.29290771484375
1LK2.pdb,pMHC_0027.pdb,127814.125,326.6724853515625
1LK2.pdb,pMHC_0066.pdb,127309.617,327.3763427734375
1LK2.pdb,pMHC_0049.pdb,127740.438,326.8437805175781
1LK2.pdb,pMHC_0099.pdb,127762.25,327.6028137207031
1LK2.pdb,pMHC_0017.pdb,126341.344,326.64532470703125
1LK2.pdb,pMHC_0009.pdb,126358.234,326.87225341796875
1LK2.pdb,pMHC_0007.pdb,126722.219,326.591064453125
1M05.pdb,pMHC_0087.pdb,136182.422,321.64385986328125
1M05.pdb,pMHC_0019.pdb,136237.297,322.123779296875
1M05.pdb,pMHC_0016.pdb,136048.922,322.4937438964844
1M05.pdb,pMHC_0018.pdb,136381.047,322.3939208984375
1M05.pdb,pMHC_0045.pdb,136234.094,322.4761962890625
1M05.pdb,pMHC_0089.pdb,136629.734,322.30804443359375
1M05.pdb,pMHC_0082.pdb,136294.531,322.2103271484375
1M05.pdb,pMHC_0000.pdb,135995.859,322.124267578125
1M05.pdb,pMHC_0094.pdb,136692.969,321.7402038574219
1M05.pdb,pMHC_0042.pdb,136227.297,322.5123291015625
1M05.pdb,pMHC_0037.pdb,136217.734,321.8097229003906
1M05.pdb,pMHC_0065.pdb,136458.984,322.963134765625
1M05.pdb,pMHC_0004.pdb,136286.547,322.1610107421875
1M05.pdb,pMHC_0013.pdb,136216.0,321.75213623046875
1M05.pdb,pMHC_0069.pdb,136536.312,322.02813720703125
1M05.pdb,pMHC_0023.pdb,136140.812,321.8262023925781
1M05.pdb,pMHC_0008.pdb,136145.5,322.4136047363281
1M05.pdb,pMHC_0011.pdb,136316.828,322.439208984375
1M05.pdb,pMHC_0044.pdb,136433.344,322.1458435058594
1M05.pdb,pMHC_0088.pdb,136222.266,321.7713928222656
1M05.pdb,pMHC_0002.pdb,136264.047,322.4667663574219
1M05.pdb,pMHC_0081.pdb,136525.531,321.9980773925781
1M05.pdb,pMHC_0075.pdb,136677.906,322.1973876953125
1M05.pdb,pMHC_0046.pdb,135897.797,322.2406311035156
1M05.pdb,pMHC_0097.pdb,135783.984,322.0390625
1M05.pdb,pMHC_0010.pdb,136172.484,322.35137939453125
1M05.pdb,pMHC_0064.pdb,136466.25,322.2222900390625
1M05.pdb,pMHC_0074.pdb,136210.375,322.2671203613281
1M05.pdb,pMHC_0003.pdb,136212.938,322.2857666015625
1M05.pdb,pMHC_0048.pdb,136271.562,322.1947937011719
1M05.pdb,pMHC_0070.pdb,136956.359,323.0070495605469
1M05.pdb,pMHC_0006.pdb,136227.062,321.9453430175781
1M05.pdb,pMHC_0052.pdb,136255.562,321.76025390625
1M05.pdb,pMHC_0043.pdb,136771.219,322.31182861328125
1M05.pdb,pMHC_0059.pdb,136822.656,322.243408203125
1M05.pdb,pMHC_0014.pdb,136298.094,322.2276306152344
1M05.pdb,pMHC_0086.pdb,136257.406,322.3387451171875
1M05.pdb,pMHC_0098.pdb,136566.188,322.2442932128906
1M05.pdb,pMHC_0083.pdb,136683.906,322.255615234375
1M05.pdb,pMHC_0056.pdb,136292.562,322.42498779296875
1M05.pdb,pMHC_0038.pdb,136792.812,323.163330078125
1M05.pdb,pMHC_0005.pdb,136144.734,322.5614013671875
1M05.pdb,pMHC_0012.pdb,136195.688,322.05865478515625
1M05.pdb,pMHC_0034.pdb,136447.297,322.1050109863281
1M05.pdb,pMHC_0095.pdb,137142.516,321.4718322753906
1M05.pdb,pMHC_0078.pdb,136065.703,322.1133117675781
1M05.pdb,pMHC_0030.pdb,135869.812,322.3374938964844
1M05.pdb,pMHC_0051.pdb,136225.922,322.17724609375
1M05.pdb,pMHC_0001.pdb,136203.812,321.9221496582031
1M05.pdb,pMHC_0080.pdb,136422.625,321.79119873046875
1M05.pdb,pMHC_0015.pdb,136151.812,322.1238708496094
1M05.pdb,pMHC_0079.pdb,136737.562,323.23046875
1M05.pdb,pMHC_0085.pdb,137881.156,321.058837890625
1M05.pdb,pMHC_0021.pdb,136217.188,322.2800598144531
1M05.pdb,pMHC_0049.pdb,136273.328,321.9551086425781
1M05.pdb,pMHC_0099.pdb,136470.078,323.27984619140625
1M05.pdb,pMHC_0017.pdb,136138.188,321.9026794433594
1M05.pdb,pMHC_0047.pdb,136439.844,321.9320373535156
1M05.pdb,pMHC_0009.pdb,136205.312,322.4831848144531
1M05.pdb,pMHC_0063.pdb,136530.609,321.9450988769531
1M05.pdb,pMHC_0007.pdb,136138.984,322.587646484375
1M05.pdb,pMHC_0028.pdb,136301.719,322.10137939453125
1M6O.pdb,pMHC_0019.pdb,136514.672,323.6114807128906
1M6O.pdb,pMHC_0016.pdb,136389.828,323.8819274902344
1M6O.pdb,pMHC_0018.pdb,136301.312,323.6224670410156
1M6O.pdb,pMHC_0000.pdb,136340.516,323.9109191894531
1M6O.pdb,pMHC_0042.pdb,136969.438,325.503173828125
1M6O.pdb,pMHC_0096.pdb,136295.703,322.880859375
1M6O.pdb,pMHC_0073.pdb,136620.0,322.49951171875
1M6O.pdb,pMHC_0004.pdb,136371.453,323.7857666015625
1M6O.pdb,pMHC_0013.pdb,136380.141,324.21142578125
1M6O.pdb,pMHC_0035.pdb,135972.828,323.613525390625
1M6O.pdb,pMHC_0008.pdb,136359.328,323.7616271972656
1M6O.pdb,pMHC_0011.pdb,136326.734,323.5816955566406
1M6O.pdb,pMHC_0002.pdb,136372.562,324.1329650878906
1M6O.pdb,pMHC_0010.pdb,136341.297,324.11199951171875
1M6O.pdb,pMHC_0003.pdb,136482.812,323.60235595703125
1M6O.pdb,pMHC_0006.pdb,136352.062,323.4455261230469
1M6O.pdb,pMHC_0014.pdb,136298.0,323.9463195800781
1M6O.pdb,pMHC_0060.pdb,137845.531,323.4709777832031
1M6O.pdb,pMHC_0005.pdb,136396.406,323.99017333984375
1M6O.pdb,pMHC_0012.pdb,136366.938,324.2139892578125
1M6O.pdb,pMHC_0001.pdb,136394.125,323.94036865234375
1M6O.pdb,pMHC_0015.pdb,136422.656,323.5362548828125
1M6O.pdb,pMHC_0079.pdb,136429.625,326.3083190917969
1M6O.pdb,pMHC_0090.pdb,136330.594,323.0856018066406
1M6O.pdb,pMHC_0017.pdb,136354.422,323.5880432128906
1M6O.pdb,pMHC_0009.pdb,136312.188,323.82867431640625
1M6O.pdb,pMHC_0007.pdb,136327.828,323.9202575683594
1M6O.pdb,pMHC_0028.pdb,137440.266,323.07977294921875
1MHE.pdb,pMHC_0087.pdb,127788.445,321.7809143066406
1MHE.pdb,pMHC_0092.pdb,127332.891,323.1844787597656
1MHE.pdb,pMHC_0019.pdb,127289.641,323.107177734375
1MHE.pdb,pMHC_0091.pdb,127360.633,322.4060974121094
1MHE.pdb,pMHC_0016.pdb,127350.18,323.2605895996094
1MHE.pdb,pMHC_0018.pdb,127288.836,324.6062316894531
1MHE.pdb,pMHC_0029.pdb,127878.102,323.8612365722656
1MHE.pdb,pMHC_0000.pdb,127379.945,323.3263244628906
1MHE.pdb,pMHC_0094.pdb,127619.836,322.47967529296875
1MHE.pdb,pMHC_0042.pdb,127325.195,323.56475830078125
1MHE.pdb,pMHC_0037.pdb,127231.859,323.1744384765625
1MHE.pdb,pMHC_0073.pdb,128062.148,323.9014587402344
1MHE.pdb,pMHC_0004.pdb,127357.891,324.0395202636719
1MHE.pdb,pMHC_0013.pdb,127411.289,322.7814025878906
1MHE.pdb,pMHC_0069.pdb,127662.836,323.6045227050781
1MHE.pdb,pMHC_0008.pdb,127370.281,322.9904479980469
1MHE.pdb,pMHC_0011.pdb,127491.195,323.5652160644531
1MHE.pdb,pMHC_0025.pdb,127470.086,322.3135986328125
1MHE.pdb,pMHC_0044.pdb,127299.609,324.07391357421875
1MHE.pdb,pMHC_0002.pdb,127391.141,322.8526611328125
1MHE.pdb,pMHC_0055.pdb,127553.133,322.28369140625
1MHE.pdb,pMHC_0036.pdb,127264.211,322.26751708984375
1MHE.pdb,pMHC_0010.pdb,127434.258,322.8865966796875
1MHE.pdb,pMHC_0058.pdb,127639.43,322.806640625
1MHE.pdb,pMHC_0064.pdb,127429.219,323.0215148925781
1MHE.pdb,pMHC_0003.pdb,127427.875,322.9136962890625
1MHE.pdb,pMHC_0006.pdb,127401.672,324.1327209472656
1MHE.pdb,pMHC_0052.pdb,127365.688,322.94073486328125
1MHE.pdb,pMHC_0032.pdb,127529.922,323.033935546875
1MHE.pdb,pMHC_0014.pdb,127452.953,324.35699462890625
1MHE.pdb,pMHC_0056.pdb,127699.547,324.03558349609375
1MHE.pdb,pMHC_0062.pdb,127706.305,322.9539794921875
1MHE.pdb,pMHC_0038.pdb,128407.641,324.41766357421875
1MHE.pdb,pMHC_0072.pdb,127667.305,322.75726318359375
1MHE.pdb,pMHC_0005.pdb,127263.094,323.10015869140625
1MHE.pdb,pMHC_0012.pdb,127386.461,323.2207946777344
1MHE.pdb,pMHC_0034.pdb,127369.375,323.472412109375
1MHE.pdb,pMHC_0067.pdb,128296.664,322.5300598144531
1MHE.pdb,pMHC_0001.pdb,127365.008,323.86187744140625
1MHE.pdb,pMHC_0080.pdb,127497.602,323.86688232421875
1MHE.pdb,pMHC_0015.pdb,127366.711,323.61273193359375
1MHE.pdb,pMHC_0079.pdb,127248.586,322.5592346191406
1MHE.pdb,pMHC_0085.pdb,127214.172,322.75958251953125
1MHE.pdb,pMHC_0066.pdb,127564.25,323.2210388183594
1MHE.pdb,pMHC_0099.pdb,127459.039,324.16534423828125
1MHE.pdb,pMHC_0039.pdb,127520.117,322.35711669921875
1MHE.pdb,pMHC_0017.pdb,127314.914,322.3970031738281
1MHE.pdb,pMHC_0009.pdb,127312.391,323.1509094238281
1MHE.pdb,pMHC_0007.pdb,127404.359,324.35028076171875
1MHE.pdb,pMHC_0076.pdb,127377.094,322.6581115722656
1N2R.pdb,pMHC_0019.pdb,140448.734,321.4779357910156
1N2R.pdb,pMHC_0016.pdb,140608.266,321.6834411621094
1N2R.pdb,pMHC_0018.pdb,140474.25,321.654052734375
1N2R.pdb,pMHC_0000.pdb,140446.703,321.66314697265625
1N2R.pdb,pMHC_0065.pdb,0.0,322.4325866699219
1N2R.pdb,pMHC_0096.pdb,140400.625,322.30780029296875
1N2R.pdb,pMHC_0004.pdb,140461.391,321.5423583984375
1N2R.pdb,pMHC_0013.pdb,140452.125,321.64239501953125
1N2R.pdb,pMHC_0008.pdb,140478.172,321.6357421875
1N2R.pdb,pMHC_0011.pdb,140521.562,321.4877014160156
1N2R.pdb,pMHC_0088.pdb,0.0,321.8367004394531
1N2R.pdb,pMHC_0002.pdb,140389.406,321.88177490234375
1N2R.pdb,pMHC_0081.pdb,140592.188,321.5693664550781
1N2R.pdb,pMHC_0075.pdb,140897.406,322.1924743652344
1N2R.pdb,pMHC_0010.pdb,140460.625,322.1390686035156
1N2R.pdb,pMHC_0003.pdb,140574.516,321.8188171386719
1N2R.pdb,pMHC_0006.pdb,140488.719,321.7640686035156
1N2R.pdb,pMHC_0014.pdb,140388.297,321.9318542480469
1N2R.pdb,pMHC_0098.pdb,0.0,321.5617980957031
1N2R.pdb,pMHC_0005.pdb,140568.891,321.8114929199219
1N2R.pdb,pMHC_0012.pdb,140427.672,321.68817138671875
1N2R.pdb,pMHC_0001.pdb,140417.344,321.4975891113281
1N2R.pdb,pMHC_0015.pdb,140486.844,321.7071838378906
1N2R.pdb,pMHC_0085.pdb,140424.531,322.5548095703125
1N2R.pdb,pMHC_0017.pdb,140516.438,321.81005859375
1N2R.pdb,pMHC_0009.pdb,140489.828,321.5616760253906
1N2R.pdb,pMHC_0007.pdb,140419.5,321.8266296386719
1N3N.pdb,pMHC_0087.pdb,138606.297,323.1100769042969
1N3N.pdb,pMHC_0084.pdb,138607.078,322.9095153808594
1N3N.pdb,pMHC_0092.pdb,138946.047,324.0297546386719
1N3N.pdb,pMHC_0050.pdb,137561.75,321.4517822265625
1N3N.pdb,pMHC_0019.pdb,136923.578,322.79119873046875
1N3N.pdb,pMHC_0091.pdb,139022.812,324.6393737792969
1N3N.pdb,pMHC_0016.pdb,137300.875,322.84722900390625
1N3N.pdb,pMHC_0018.pdb,137328.938,322.69708251953125
1N3N.pdb,pMHC_0045.pdb,138095.109,320.9082946777344
1N3N.pdb,pMHC_0089.pdb,137953.016,321.7958679199219
1N3N.pdb,pMHC_0029.pdb,137978.547,322.9718322753906
1N3N.pdb,pMHC_0082.pdb,139187.812,323.26519775390625
1N3N.pdb,pMHC_0000.pdb,137162.469,322.8424987792969
1N3N.pdb,pMHC_0094.pdb,137787.797,321.9639587402344
1N3N.pdb,pMHC_0042.pdb,138456.797,322.0245056152344
1N3N.pdb,pMHC_0037.pdb,136934.891,321.14373779296875
1N3N.pdb,pMHC_0022.pdb,137543.828,321.3572692871094
1N3N.pdb,pMHC_0065.pdb,137658.594,321.4678955078125
1N3N.pdb,pMHC_0096.pdb,138154.953,320.0679016113281
1N3N.pdb,pMHC_0073.pdb,138186.453,322.1349182128906
1N3N.pdb,pMHC_0004.pdb,137121.344,323.1315002441406
1N3N.pdb,pMHC_0013.pdb,137520.266,322.56158447265625
1N3N.pdb,pMHC_0069.pdb,137205.734,322.76165771484375
1N3N.pdb,pMHC_0023.pdb,138215.969,322.6724548339844
1N3N.pdb,pMHC_0026.pdb,138401.406,322.6649475097656
1N3N.pdb,pMHC_0035.pdb,137949.562,323.5040283203125
1N3N.pdb,pMHC_0008.pdb,137146.469,322.9836120605469
1N3N.pdb,pMHC_0011.pdb,137145.656,323.30218505859375
1N3N.pdb,pMHC_0054.pdb,138306.0,321.25823974609375
1N3N.pdb,pMHC_0025.pdb,138163.766,322.87799072265625
1N3N.pdb,pMHC_0044.pdb,138423.766,324.9708251953125
1N3N.pdb,pMHC_0088.pdb,137862.812,322.1380920410156
1N3N.pdb,pMHC_0002.pdb,136965.516,323.1221618652344
1N3N.pdb,pMHC_0081.pdb,137364.438,322.09954833984375
1N3N.pdb,pMHC_0055.pdb,138579.656,323.7460632324219
1N3N.pdb,pMHC_0075.pdb,138476.703,321.8038330078125
1N3N.pdb,pMHC_0033.pdb,138437.625,322.66033935546875
1N3N.pdb,pMHC_0046.pdb,137160.938,321.8727722167969
1N3N.pdb,pMHC_0097.pdb,138889.484,324.3499450683594
1N3N.pdb,pMHC_0057.pdb,137676.391,320.637451171875
1N3N.pdb,pMHC_0036.pdb,137759.391,322.62152099609375
1N3N.pdb,pMHC_0010.pdb,136986.797,323.1088562011719
1N3N.pdb,pMHC_0058.pdb,138638.422,323.2306823730469
1N3N.pdb,pMHC_0064.pdb,138282.922,322.6776123046875
1N3N.pdb,pMHC_0074.pdb,138421.344,324.411376953125
1N3N.pdb,pMHC_0003.pdb,136983.188,322.88446044921875
1N3N.pdb,pMHC_0048.pdb,138614.0,323.34283447265625
1N3N.pdb,pMHC_0070.pdb,137992.891,322.8185729980469
1N3N.pdb,pMHC_0006.pdb,137743.625,323.7908020019531
1N3N.pdb,pMHC_0052.pdb,138530.703,323.9701843261719
1N3N.pdb,pMHC_0043.pdb,138691.719,323.66180419921875
1N3N.pdb,pMHC_0059.pdb,138636.797,321.6893310546875
1N3N.pdb,pMHC_0014.pdb,136136.812,322.3341064453125
1N3N.pdb,pMHC_0086.pdb,138130.453,323.6058654785156
1N3N.pdb,pMHC_0093.pdb,138132.328,323.130615234375
1N3N.pdb,pMHC_0060.pdb,137636.891,322.60858154296875
1N3N.pdb,pMHC_0098.pdb,136819.984,320.8726501464844
1N3N.pdb,pMHC_0083.pdb,138735.453,324.55987548828125
1N3N.pdb,pMHC_0056.pdb,138442.703,323.9412536621094
1N3N.pdb,pMHC_0077.pdb,138240.641,322.3445739746094
1N3N.pdb,pMHC_0062.pdb,137971.5,323.1580505371094
1N3N.pdb,pMHC_0061.pdb,138449.984,322.52093505859375
1N3N.pdb,pMHC_0038.pdb,138134.641,324.5237731933594
1N3N.pdb,pMHC_0072.pdb,138854.828,322.43218994140625
1N3N.pdb,pMHC_0053.pdb,137938.156,320.05682373046875
1N3N.pdb,pMHC_0005.pdb,137222.406,323.3348083496094
1N3N.pdb,pMHC_0040.pdb,138501.453,322.21978759765625
1N3N.pdb,pMHC_0012.pdb,137568.641,324.0188293457031
1N3N.pdb,pMHC_0034.pdb,138914.641,323.4084777832031
1N3N.pdb,pMHC_0031.pdb,138260.531,323.22021484375
1N3N.pdb,pMHC_0095.pdb,138623.891,321.4259948730469
1N3N.pdb,pMHC_0078.pdb,138815.844,324.3564453125
1N3N.pdb,pMHC_0030.pdb,138920.172,322.9270935058594
1N3N.pdb,pMHC_0051.pdb,137453.234,321.7611389160156
1N3N.pdb,pMHC_0067.pdb,138752.562,322.7572326660156
1N3N.pdb,pMHC_0001.pdb,136979.047,322.6293640136719
1N3N.pdb,pMHC_0080.pdb,137477.469,323.9593811035156
1N3N.pdb,pMHC_0015.pdb,137333.391,322.6688537597656
1N3N.pdb,pMHC_0020.pdb,137104.609,322.7342834472656
1N3N.pdb,pMHC_0071.pdb,137457.875,321.376953125
1N3N.pdb,pMHC_0027.pdb,137676.516,322.0873107910156
1N3N.pdb,pMHC_0079.pdb,136716.781,320.81951904296875
1N3N.pdb,pMHC_0090.pdb,137025.984,321.9933776855469
1N3N.pdb,pMHC_0085.pdb,137966.312,321.71624755859375
1N3N.pdb,pMHC_0066.pdb,137543.656,322.3038024902344
1N3N.pdb,pMHC_0021.pdb,138518.562,325.3175048828125
1N3N.pdb,pMHC_0049.pdb,137938.297,322.0444030761719
1N3N.pdb,pMHC_0099.pdb,138135.766,323.0832824707031
1N3N.pdb,pMHC_0039.pdb,138335.109,322.9527893066406
1N3N.pdb,pMHC_0024.pdb,137108.234,321.13116455078125
1N3N.pdb,pMHC_0017.pdb,137147.75,322.9242248535156
1N3N.pdb,pMHC_0047.pdb,137900.469,322.5103759765625
1N3N.pdb,pMHC_0068.pdb,139133.625,322.1538391113281
1N3N.pdb,pMHC_0041.pdb,138338.219,322.8529052734375
1N3N.pdb,pMHC_0009.pdb,137081.422,323.2558288574219
1N3N.pdb,pMHC_0063.pdb,138873.547,324.87896728515625
1N3N.pdb,pMHC_0007.pdb,137059.062,323.0136413574219
1N3N.pdb,pMHC_0076.pdb,137567.953,321.1999816894531
1N3N.pdb,pMHC_0028.pdb,138899.031,323.7718811035156
1N59.pdb,pMHC_0087.pdb,133865.906,326.595703125
1N59.pdb,pMHC_0019.pdb,133093.312,325.2392578125
1N59.pdb,pMHC_0016.pdb,133412.906,324.3918762207031
1N59.pdb,pMHC_0018.pdb,133461.641,325.7574462890625
1N59.pdb,pMHC_0045.pdb,133627.875,327.43975830078125
1N59.pdb,pMHC_0089.pdb,133917.25,327.9718017578125
1N59.pdb,pMHC_0000.pdb,133336.281,325.2959899902344
1N59.pdb,pMHC_0094.pdb,131269.656,1376.5579833984375
1N59.pdb,pMHC_0042.pdb,134914.234,328.5419921875
1N59.pdb,pMHC_0037.pdb,133596.047,324.8389892578125
1N59.pdb,pMHC_0065.pdb,133722.375,326.6259460449219
1N59.pdb,pMHC_0004.pdb,133429.391,325.4139099121094
1N59.pdb,pMHC_0013.pdb,133254.344,325.60235595703125
1N59.pdb,pMHC_0069.pdb,134012.656,1001.6338500976562
1N59.pdb,pMHC_0023.pdb,134802.094,325.16644287109375
1N59.pdb,pMHC_0035.pdb,130460.727,1374.818115234375
1N59.pdb,pMHC_0008.pdb,133521.75,325.6607666015625
1N59.pdb,pMHC_0011.pdb,133349.562,324.5606384277344
1N59.pdb,pMHC_0054.pdb,135786.5,327.00927734375
1N59.pdb,pMHC_0044.pdb,132843.266,1375.747802734375
1N59.pdb,pMHC_0088.pdb,134822.375,327.5040588378906
1N59.pdb,pMHC_0002.pdb,133318.266,326.1258544921875
1N59.pdb,pMHC_0033.pdb,134072.703,326.6803283691406
1N59.pdb,pMHC_0097.pdb,135108.844,325.43603515625
1N59.pdb,pMHC_0057.pdb,128621.664,1365.512451171875
1N59.pdb,pMHC_0036.pdb,133632.422,328.40264892578125
1N59.pdb,pMHC_0010.pdb,133382.25,325.76409912109375
1N59.pdb,pMHC_0003.pdb,133250.703,324.6214294433594
1N59.pdb,pMHC_0006.pdb,133544.0,324.3949890136719
1N59.pdb,pMHC_0052.pdb,133518.297,326.6666564941406
1N59.pdb,pMHC_0032.pdb,133648.562,327.20245361328125
1N59.pdb,pMHC_0043.pdb,133854.125,328.781982421875
1N59.pdb,pMHC_0059.pdb,134478.406,324.8085632324219
1N59.pdb,pMHC_0014.pdb,133311.109,325.3857421875
1N59.pdb,pMHC_0093.pdb,133417.969,325.64324951171875
1N59.pdb,pMHC_0060.pdb,133551.844,327.0029602050781
1N59.pdb,pMHC_0098.pdb,130466.867,1376.4271240234375
1N59.pdb,pMHC_0083.pdb,134498.062,326.1324462890625
1N59.pdb,pMHC_0056.pdb,129536.578,1364.51416015625
1N59.pdb,pMHC_0077.pdb,133802.516,326.3275451660156
1N59.pdb,pMHC_0061.pdb,130152.531,1376.6209716796875
1N59.pdb,pMHC_0038.pdb,133719.875,327.7094421386719
1N59.pdb,pMHC_0072.pdb,130197.281,1377.244384765625
1N59.pdb,pMHC_0005.pdb,133348.172,324.7933044433594
1N59.pdb,pMHC_0012.pdb,133259.391,325.49688720703125
1N59.pdb,pMHC_0034.pdb,134715.922,999.397216796875
1N59.pdb,pMHC_0031.pdb,135722.109,324.7191467285156
1N59.pdb,pMHC_0078.pdb,134083.219,327.3024597167969
1N59.pdb,pMHC_0001.pdb,133309.562,325.1358642578125
1N59.pdb,pMHC_0015.pdb,133103.594,325.5532531738281
1N59.pdb,pMHC_0020.pdb,134670.469,329.0960998535156
1N59.pdb,pMHC_0071.pdb,133803.141,327.7834777832031
1N59.pdb,pMHC_0027.pdb,133947.516,327.30133056640625
1N59.pdb,pMHC_0079.pdb,130369.43,318.53515625
1N59.pdb,pMHC_0090.pdb,128588.133,1364.902099609375
1N59.pdb,pMHC_0049.pdb,134165.266,326.6485900878906
1N59.pdb,pMHC_0039.pdb,133939.75,326.0275573730469
1N59.pdb,pMHC_0024.pdb,134449.172,327.7643737792969
1N59.pdb,pMHC_0017.pdb,133415.672,325.7348327636719
1N59.pdb,pMHC_0068.pdb,134176.266,326.3027648925781
1N59.pdb,pMHC_0041.pdb,133752.406,326.6776123046875
1N59.pdb,pMHC_0009.pdb,133248.094,326.25836181640625
1N59.pdb,pMHC_0063.pdb,133712.031,328.3330993652344
1N59.pdb,pMHC_0007.pdb,133459.781,324.6254577636719
1N59.pdb,pMHC_0076.pdb,135005.484,326.4298095703125
1N59.pdb,pMHC_0028.pdb,133673.203,324.616943359375
1NAN.pdb,pMHC_0019.pdb,131295.156,329.4230651855469
1NAN.pdb,pMHC_0016.pdb,0.0,328.345703125
1NAN.pdb,pMHC_0018.pdb,0.0,328.2675476074219
1NAN.pdb,pMHC_0000.pdb,0.0,329.2810363769531
1NAN.pdb,pMHC_0004.pdb,0.0,329.0504455566406
1NAN.pdb,pMHC_0013.pdb,0.0,328.89093017578125
1NAN.pdb,pMHC_0008.pdb,0.0,328.91607666015625
1NAN.pdb,pMHC_0011.pdb,0.0,328.6213684082031
1NAN.pdb,pMHC_0010.pdb,0.0,328.4103698730469
1NAN.pdb,pMHC_0003.pdb,0.0,328.7245178222656
1NAN.pdb,pMHC_0006.pdb,0.0,328.7597961425781
1NAN.pdb,pMHC_0014.pdb,0.0,328.18597412109375
1NAN.pdb,pMHC_0093.pdb,131097.156,329.03076171875
1NAN.pdb,pMHC_0005.pdb,0.0,328.961181640625
1NAN.pdb,pMHC_0012.pdb,0.0,328.79595947265625
1NAN.pdb,pMHC_0001.pdb,0.0,329.2420349121094
1NAN.pdb,pMHC_0015.pdb,0.0,328.80816650390625
1NAN.pdb,pMHC_0017.pdb,0.0,328.8916320800781
1NAN.pdb,pMHC_0009.pdb,0.0,329.0638122558594
1NAN.pdb,pMHC_0007.pdb,0.0,328.724609375
1OF2.pdb,pMHC_0019.pdb,137970.922,322.9178161621094
1OF2.pdb,pMHC_0016.pdb,138117.094,322.8124084472656
1OF2.pdb,pMHC_0018.pdb,137979.594,323.217041015625
1OF2.pdb,pMHC_0000.pdb,138017.391,322.80682373046875
1OF2.pdb,pMHC_0065.pdb,138492.672,322.08343505859375
1OF2.pdb,pMHC_0004.pdb,137974.375,322.95648193359375
1OF2.pdb,pMHC_0013.pdb,138064.109,322.1312255859375
1OF2.pdb,pMHC_0008.pdb,138125.172,323.2536926269531
1OF2.pdb,pMHC_0011.pdb,138088.094,322.8036804199219
1OF2.pdb,pMHC_0002.pdb,137722.781,323.4066467285156
1OF2.pdb,pMHC_0010.pdb,138103.062,322.6405334472656
1OF2.pdb,pMHC_0003.pdb,138111.531,322.50103759765625
1OF2.pdb,pMHC_0006.pdb,137995.656,322.83941650390625
1OF2.pdb,pMHC_0014.pdb,137973.469,322.9272155761719
1OF2.pdb,pMHC_0093.pdb,136414.703,323.05596923828125
1OF2.pdb,pMHC_0005.pdb,138132.641,322.6346130371094
1OF2.pdb,pMHC_0012.pdb,138044.656,322.927490234375
1OF2.pdb,pMHC_0001.pdb,138028.094,322.53143310546875
1OF2.pdb,pMHC_0015.pdb,137847.859,322.73443603515625
1OF2.pdb,pMHC_0017.pdb,137903.172,322.74700927734375
1OF2.pdb,pMHC_0009.pdb,137811.625,323.1288146972656
1OF2.pdb,pMHC_0007.pdb,137837.531,323.3280334472656
1OGT.pdb,pMHC_0084.pdb,138129.938,323.48370361328125
1OGT.pdb,pMHC_0019.pdb,137950.156,323.060302734375
1OGT.pdb,pMHC_0016.pdb,138065.984,323.08197021484375
1OGT.pdb,pMHC_0018.pdb,137991.062,323.20013427734375
1OGT.pdb,pMHC_0000.pdb,137986.328,323.0167541503906
1OGT.pdb,pMHC_0004.pdb,138036.234,322.93267822265625
1OGT.pdb,pMHC_0013.pdb,138043.859,322.6835632324219
1OGT.pdb,pMHC_0008.pdb,138004.719,323.5991516113281
1OGT.pdb,pMHC_0011.pdb,137967.375,323.62493896484375
1OGT.pdb,pMHC_0002.pdb,137930.891,323.2734069824219
1OGT.pdb,pMHC_0010.pdb,137901.703,323.5068664550781
1OGT.pdb,pMHC_0003.pdb,138070.406,323.291748046875
1OGT.pdb,pMHC_0006.pdb,138019.25,323.31329345703125
1OGT.pdb,pMHC_0014.pdb,137924.531,323.1689147949219
1OGT.pdb,pMHC_0005.pdb,138039.172,323.16802978515625
1OGT.pdb,pMHC_0012.pdb,137937.562,322.9823913574219
